"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"POURIS, A.","POURIS, A. (6602704871)","6602704871","Assessing public support for biotechnology in South Africa","2003","South African Journal of Science","99","11-12","","513","516","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1842424750&partnerID=40&md5=a61ab6bc52be1fb36e51ae0dba162558","National Research Foundation","Review","Final","","Scopus","2-s2.0-1842424750"
"Hossain, F.; Onyango, B.M.; Schilling, B.; Hallman, W.K.; Adelaja, A.","Hossain, Ferdaus (7003510388); Onyango, Benjamin Moranga (57194905602); Schilling, Brian J. (7006516313); Hallman, William K. (6603575653); Adelaja, Adesoji O. (6603471989)","7003510388; 57194905602; 7006516313; 6603575653; 6603471989","Product attributes, consumer benefits and public approval of genetically modified foods","2003","International Journal of Consumer Studies","27","5","","353","365","96","10.1046/j.1470-6431.2003.00303.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-13744263531&doi=10.1046%2Fj.1470-6431.2003.00303.x&partnerID=40&md5=900ff424d5d13a449243c3cdd47e39e2","","Article","Final","","Scopus","2-s2.0-13744263531"
"Verdurme, A.; Viaene, J.","Verdurme, Annelies (6506172172); Viaene, Jacques (7003871227)","6506172172; 7003871227","Consumer beliefs and attitude towards genetically modified food: Basis for segmentation and implications for communication","2003","Agribusiness","19","1","","91","113","88","10.1002/agr.10045","https://www.scopus.com/inward/record.uri?eid=2-s2.0-1242279122&doi=10.1002%2Fagr.10045&partnerID=40&md5=92daf3a8b5f39fcbd969f91f47acab9c","","Article","Final","","Scopus","2-s2.0-1242279122"
"Moon, W.; Balasubramanian, S.","Moon, Wanki (7102861203); Balasubramanian, Siva K. (7201551100)","7102861203; 7201551100","Willingness to Pay for Non-biotech Foods in the U.S. and U.K.","2003","Journal of Consumer Affairs","37","2","","317","339","75","10.1111/j.1745-6606.2003.tb00456.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0347599258&doi=10.1111%2Fj.1745-6606.2003.tb00456.x&partnerID=40&md5=e578fa0a65cd72d06fc263ea7add382e","Blackwell Publishing Inc. subscrip@blackwellpub.com","Review","Final","","Scopus","2-s2.0-0347599258"
"McCullum-Gómez, C.; Benbrook, C.; Knowles, L.; Roberts, S.; Schryver, T.","McCullum-Gómez, Christine (12768374900); Benbrook, Charles M. (6602304592); Knowles, Lori P. (23466670100); Roberts, Susan (57197959450); Schryver, Tamara (6506020683)","12768374900; 6602304592; 23466670100; 57197959450; 6506020683","Application of Modern Biotechnology to Food and Agriculture: Food Systems Perspective","2003","Journal of Nutrition Education and Behavior","35","6","","319","332","23","10.1016/S1499-4046(06)60347-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346995349&doi=10.1016%2FS1499-4046%2806%2960347-3&partnerID=40&md5=52b6ffade4f61ac95bdf539364847b74","Elsevier Inc. usjcs@elsevier.com","Article","Final","","Scopus","2-s2.0-0346995349"
"Buttel, F.H.","Buttel, Frederick H. (7004430142)","7004430142","Internalizing the Societal Costs of Agricultural Production","2003","Plant Physiology","133","4","","1656","1665","34","10.1104/pp.103.030312","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346433508&doi=10.1104%2Fpp.103.030312&partnerID=40&md5=e17afc3d9aee2ac47655df8c03e824c5","American Society of Plant Biologists","Editorial","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-0346433508"
"Ahmed, F.E.","Ahmed, Farid E. (55708482300)","55708482300","Genetically modified probiotics in foods","2003","Trends in Biotechnology","21","11","","491","497","89","10.1016/j.tibtech.2003.09.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0142248492&doi=10.1016%2Fj.tibtech.2003.09.006&partnerID=40&md5=a082b3d23e486ad43b13e8a8669d51f0","Elsevier Ltd","Review","Final","","Scopus","2-s2.0-0142248492"
"Hope, J.","Hope, Janet M. (7103313016)","7103313016","New Zealand's Royal Commission on Genetic Modification: A critical review","2003","International Journal of Sustainable Development","6","2","","203","230","0","10.1504/IJSD.2003.004212","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0141450326&doi=10.1504%2FIJSD.2003.004212&partnerID=40&md5=5f87ce3b81a1eaad65f82e8c33017502","Inderscience Publishers","Review","Final","","Scopus","2-s2.0-0141450326"
"Siegrist, M.","Siegrist, Michael (7005920737)","7005920737","Perception of gene technology, and food risks: Results of a survey in Switzerland","2003","Journal of Risk Research","6","1","","45","60","71","10.1080/1366987032000047798","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041562848&doi=10.1080%2F1366987032000047798&partnerID=40&md5=1f95de1019dcdb68e33ca1b2501b93df","","Article","Final","","Scopus","2-s2.0-0041562848"
"Chang, H.S.; Kim, N.H.; Park, M.J.; Lim, S.K.; Kim, S.C.; Kim, J.Y.; Kim, J.A.; Oh, H.Y.; Lee, C.H.; Huh, K.; Jeong, T.C.; Nam, D.H.","Chang, Hyunsung (36771363500); Kim, Nam-hee (57203735413); Park, Myong-jin (9232424400); Lim, Si-kyu (8723608300); Kim, Sungchull (34771032000); Kim, Ji-young (57233775400); Kim, Jungae (7601363878); Oh, Hye-young (9232424900); Lee, Chu-hee (59874672800); Huh, Keun (7102173713); Jeong, Taecheon (7102759745); Nam, Doohyun (55663179200)","36771363500; 57203735413; 9232424400; 8723608300; 34771032000; 57233775400; 7601363878; 9232424900; 59874672800; 7102173713; 7102759745; 55663179200","The 5-enolpyruvylshikimate-3-phosphate synthase of glyphosate-tolerant soybean expressed in Escherichia coli shows no severe allergenicity","2003","Molecules and Cells","15","1","","20","26","17","10.1016/s1016-8478(23)13702-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038178152&doi=10.1016%2Fs1016-8478%2823%2913702-2&partnerID=40&md5=2b4bb99af4e3a9995ab92538cc796165","Springer-Verlag GmbH Co. KG","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-0038178152"
"Conner, A.J.; Glare, T.R.; Nap, J.-P.","Conner, Anthony J. (7006370729); Glare, Travis R. (6604068770); Nap, Jan Peter H. (7004090491)","7006370729; 6604068770; 7004090491","The release of genetically modified crops into the environment: Part II. Overview of ecological risk assessment","2003","Plant Journal","33","1","","19","46","436","10.1046/j.0960-7412.2002.001607.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037240362&doi=10.1046%2Fj.0960-7412.2002.001607.x&partnerID=40&md5=0da0318c933f35007c91e4c5aab14d2f","","Review","Final","","Scopus","2-s2.0-0037240362"
"Wisniewski, J.-P.; Frangne, N.; Massonneau, A.; Dumas, C.","Wisniewski, Jean Pierre (7102431046); Frangne, Nathalie (6602780933); Massonneau, Agnès (6603178722); Dumas, Christian (7101937516)","7102431046; 6602780933; 6603178722; 7101937516","Between myth and reality: Genetically modified maize, an example of a sizeable scientific controversy","2002","Biochimie","84","11","","1095","1103","34","10.1016/S0300-9084(02)00014-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036881648&doi=10.1016%2FS0300-9084%2802%2900014-7&partnerID=40&md5=7de0ca9a034102c06bc613f6210df7da","","Conference paper","Final","","Scopus","2-s2.0-0036881648"
"Pardo, R.; Midden, C.; Miller, J.D.","Pardo, Rafael (7006813337); Midden, Cees J.H. (6602719008); Miller, Jon D. (7501592693)","7006813337; 6602719008; 7501592693","Attitudes toward biotechnology in the European Union","2002","Journal of Biotechnology","98","1","","9","24","144","10.1016/S0168-1656(02)00082-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0037063480&doi=10.1016%2FS0168-1656%2802%2900082-2&partnerID=40&md5=93f203d07208ee03f7f2cc0223790f08","","Conference paper","Final","","Scopus","2-s2.0-0037063480"
"Wagner Weick, C.; Walchli, S.B.","Wagner Weick, Cynthia (15753046600); Walchli, Suzanne B. (6602556158)","15753046600; 6602556158","Genetically engineered crops and foods: Back to the basics of technology diffusion","2002","Technology in Society","24","3","","265","283","11","10.1016/S0160-791X(02)00008-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036697140&doi=10.1016%2FS0160-791X%2802%2900008-8&partnerID=40&md5=eaa0abcbbebd03ddf71f05c64faf0446","","Article","Final","","Scopus","2-s2.0-0036697140"
"Falcon, W.P.; Fowler, C.","Falcon, Walter P. (6602338439); Fowler, Cary (7203059967)","6602338439; 7203059967","Carving up the commons - Emergence of a new international regime for germplasm development and transfer","2002","Food Policy","27","3","","197","222","84","10.1016/S0306-9192(02)00013-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036620266&doi=10.1016%2FS0306-9192%2802%2900013-1&partnerID=40&md5=6a9d381104a179c32b4a34932baa8cb2","","Article","Final","","Scopus","2-s2.0-0036620266"
"Ahmed, F.E.","Ahmed, Farid E. (55708482300)","55708482300","Detection of genetically modified organisms in foods","2002","Trends in Biotechnology","20","5","","215","223","324","10.1016/S0167-7799(01)01920-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036568532&doi=10.1016%2FS0167-7799%2801%2901920-5&partnerID=40&md5=9bb84bcd716d344c640e0b251038bf55","","Review","Final","","Scopus","2-s2.0-0036568532"
"Myhr, A.I.; Traavik, T.","Myhr, Anne Ingeborg (6506352468); Traavik, Terje Ingemar (7006273234)","6506352468; 7006273234","The precautionary principle: Scientific uncertainty and omitted research in the context of GMO use and release","2002","Journal of Agricultural and Environmental Ethics","15","1","","73","86","46","10.1023/A:1013814108502","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036180112&doi=10.1023%2FA%3A1013814108502&partnerID=40&md5=52d36096b3996c0fb16621636de690f0","","Article","Final","","Scopus","2-s2.0-0036180112"
"Joffe, H.; Haarhoff, G.","Joffe, Hélène (7007057357); Haarhoff, Georgina (56360656900)","7007057357; 56360656900","Representations of far-flung illnesses: The case of Ebola in Britain","2002","Social Science and Medicine","54","6","","955","969","201","10.1016/S0277-9536(01)00068-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036178629&doi=10.1016%2FS0277-9536%2801%2900068-5&partnerID=40&md5=5bbda1d099458a75d34f53596d8df354","","Article","Final","","Scopus","2-s2.0-0036178629"
"Quintero, R.","Quintero, Rodolfo (7005546261)","7005546261","New frontiers for food processing: The impact of changes in agrobiotechnology","2002","","","","","893","911","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056918975&partnerID=40&md5=2fdd1054961d12f55784ceaa6537f005","CRC Press","Book chapter","Final","","Scopus","2-s2.0-85056918975"
"Costa, J.; Mossialos, E.","Costa, Joan (57193398520); Mossialos, Elias A. (7004354602)","57193398520; 7004354602","Perceptions of biotechnology risks in the European Union: Trusting ‘the public’ for science policy making","2002","Pharmaceuticals Policy and Law","5","","","167","183","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013591497&partnerID=40&md5=0d737a019589c68c335028e6dccfbfeb","","Article","Final","","Scopus","2-s2.0-85013591497"
"Nisbet, M.C.; Lewenstein, B.","Nisbet, Matthew C. (6701850118); Lewenstein, Bruce V. (6602635019)","6701850118; 6602635019","Biotechnology and the American media","2002","Science Communication","23","4","","359","391","284","10.1177/107554700202300401","https://www.scopus.com/inward/record.uri?eid=2-s2.0-26044479218&doi=10.1177%2F107554700202300401&partnerID=40&md5=ebb1166b49a5cfe4c2c00f122374bb74","SAGE Publications Inc. claims@sagepub.com","Review","Final","","Scopus","2-s2.0-26044479218"
"Irani, T.; Sinclair, J.; O'Malley, M.","Irani, Tracy A. (8959865100); Sinclair, Janas (8093251300); O'Malley, Michelle (8924876500)","8959865100; 8093251300; 8924876500","The importance of being accountable","2002","Science Communication","23","3","","225","242","15","10.1177/107554700202300302","https://www.scopus.com/inward/record.uri?eid=2-s2.0-25844524870&doi=10.1177%2F107554700202300302&partnerID=40&md5=d1894cb2b4280d8bdf9110460f0fc7cf","SAGE Publications Inc. claims@sagepub.com","Article","Final","","Scopus","2-s2.0-25844524870"
"Pardo, R.; Calvo, F.","Pardo, Rafael (7006813337); Calvo, Félix (12806207900)","7006813337; 12806207900","Attitudes toward science among the European public: A methodological analysis","2002","Public Understanding of Science","11","2","","155","195","112","10.1088/0963-6625/11/2/305","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0041735292&doi=10.1088%2F0963-6625%2F11%2F2%2F305&partnerID=40&md5=d05cbcea7317e2c9eb9cbb2671392448","SAGE Publications Ltd","Article","Final","","Scopus","2-s2.0-0041735292"
"Pan, T.-M.","Pan, Tzu-Ming (7202203120)","7202203120","Current status and detection of genetically modified organism","2002","Journal of Food and Drug Analysis","10","4","","229","241","14","10.38212/2224-6614.2739","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036985346&doi=10.38212%2F2224-6614.2739&partnerID=40&md5=95e36835ba26d9e3edf53382d507ef39","National Laboratories of Foods and Drugs","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-0036985346"
"Blaine, K.; Kamaldeen, S.; Powell, D.","Blaine, Katija (6507544824); Kamaldeen, S. (7801632224); Powell, Douglas Alan (35234891600)","6507544824; 7801632224; 35234891600","Public perceptions of biotechnology","2002","Journal of Food Science","67","9","","3200","3208","34","10.1111/j.1365-2621.2002.tb09566.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036868146&doi=10.1111%2Fj.1365-2621.2002.tb09566.x&partnerID=40&md5=5defc24e2239d36149a22fc94ccd4737","Institute of Food Technologists","Review","Final","","Scopus","2-s2.0-0036868146"
"Hollander, R.D.","Hollander, Rachelle D. (7007072045)","7007072045","Social Genomics: Genomic Inventions in Society the Nature of What's to Come","2002","Science and Engineering Ethics","8","4","","485","496","5","10.1007/s11948-002-0002-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036777621&doi=10.1007%2Fs11948-002-0002-9&partnerID=40&md5=f2faa07d09b4587066deeda028b7ac30","Opragen Publications","Article","Final","","Scopus","2-s2.0-0036777621"
"Jasanoff, S.","Jasanoff, Sheila S. (7004543792)","7004543792","New modernities: Reimagining science, technology and development","2002","Environmental Values","11","3","","253","276","43","10.3197/096327102129341082","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036693731&doi=10.3197%2F096327102129341082&partnerID=40&md5=03f0724dc7427c5d37f93854725e0547","White Horse Press","Article","Final","","Scopus","2-s2.0-0036693731"
"Joffe, H.","Joffe, Hélène (7007057357)","7007057357","Representations of health risks: What social psychology can offer health promotion","2002","Health Education Journal","61","2","","153","165","22","10.1177/001789690206100206","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036301142&doi=10.1177%2F001789690206100206&partnerID=40&md5=8c341f7ee0d79e3ad4bed22f81ca8e77","Royal Society of Medicine Press Ltd","Conference paper","Final","","Scopus","2-s2.0-0036301142"
"Galili, G.; Galili, S.; Lewinsohn, E.; Tadmor, Y.","Galili, Gad A. (7005058716); Galili, Shmuel (6602187548); Lewinsohn, Efraim (7003314580); Tadmor, Ya’akov (6701711628)","7005058716; 6602187548; 7003314580; 6701711628","Genetic, molecular, and genomic approaches to improve the value of plant foods and feeds","2002","Critical Reviews in Plant Sciences","21","3","","167","204","113","10.1080/0735-260291044232","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036272795&doi=10.1080%2F0735-260291044232&partnerID=40&md5=2388e76456750b98d0a8585ac594633f","CRC Press LLC","Review","Final","","Scopus","2-s2.0-0036272795"
"Bruhn, C.; Mason, A.","Bruhn, Christine M. (7004492750); Mason, April C. (7203074427)","7004492750; 7203074427","Community leader response to educational information about biotechnology","2002","Journal of Food Science","67","1","","399","403","12","10.1111/j.1365-2621.2002.tb11417.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036189118&doi=10.1111%2Fj.1365-2621.2002.tb11417.x&partnerID=40&md5=12c843ecf93052432b418779c6100049","Blackwell Publishing Inc. subscrip@blackwellpub.com","Article","Final","","Scopus","2-s2.0-0036189118"
"Wolfe, A.K.; Bjornstad, D.J.","Wolfe, Amy K. (7101989995); Bjornstad, David J. (6602848843)","7101989995; 6602848843","Why would anyone object? An exploration of social aspects of phytoremediation acceptability","2002","Critical Reviews in Plant Sciences","21","5","","429","438","30","10.1080/0735-260291044304","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036030214&doi=10.1080%2F0735-260291044304&partnerID=40&md5=193cb5a08afcb4bbe4ac3aab04e9b2f9","CRC Press LLC","Article","Final","","Scopus","2-s2.0-0036030214"
"Verdurme, A.; Viaene, J.","Verdurme, Annelies (6506172172); Viaene, Jacques (7003871227)","6506172172; 7003871227","Consumer Attitudes Towards GM Food: Literature Review and Recommendations for Effective Communication","2001","Journal of International Food and Agribusiness Marketing","13","2-3","","77","98","24","10.1300/J047v13n02_05","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038320273&doi=10.1300%2FJ047v13n02_05&partnerID=40&md5=4bcf0668133f2b465ab32f4e5007e5b0","","Article","Final","","Scopus","2-s2.0-0038320273"
